sentID.BTEC	split	BEI	ALEX	AMM	ASW	ALE	CAI	DAM	JER	SAL	MSA	DOH	RAB	TUN	ALG	BAG	BAS	BEN	FES	JED	KHA	MOS	MUS	ARI	SAN	SFX	TRI
4404	corpus-6-train	بعتذر لإنو خليتك ناطر، رقم أوضتك هوي تسعة و تسعين . هيدا مفتاحك.					أسف أني خليتك تستنى، رقم غرفتك تسعة و تسعين . و ادي المفتاح .				أنا آسف لأني تركتك تنتظر ، رقم غرفتك تسعين-تسعة . ها هو المفتاح .	مسامحة خليتك تنتظر، رقم غرفتك تسعة وتسعين. تفضل مفتاحك.	سمحلي خليتك كتسنى، رقم الغرفة ديالك هو تسعود و تسعين. ها الساروت ديالك.	سامحني الي خليتك تستنى، بيتك نومرو تسعة و تسعين. هاو مفتاحك.													
4405	corpus-6-train	نبيد أكلة . هيدا معمول هون؟					النبيد لذيذ قوي، ده معمول هنا؟				خمر لذيذ المذاق . هل هو صناعة محلية ؟	خوش واين. هذي صناعة محلية؟	نبيذ لذيذ. واش مصنوع محليا؟	شراب بنين برشة. مصنوع هوني؟													
4406	corpus-6-train	أكيد . عندك شي لون معين بفكرك؟					أكيد . فيه اى لون معين في ذهنك؟				بالتأكيد . هل يدور في مخيلتك لون معين ؟	اكيد. عندك لون معين في بالك؟	طبعا. واش عندك شي لون محدد فراسك؟	بالطبيعة. عندك لون معين في مخك؟													
4407	corpus-6-train	حاسس بالدوخة .					حاسس اني دايخ و مش مركز .				أشعر بدوار .	احس داير راسي.	كنحس براسي مشوش.	نحس في روحي دايخ.													
4408	corpus-6-train	وين محل الشنطات الضايعة؟					فين الشنط الضايعة؟				أين باقي الأمتعة ؟	وين مكان تخزين الشنط؟	سمحلي. اينا طريق كاينة المتعة لي بقاو؟	وين الدبش الضايعة؟													
4409	corpus-6-test-corpus-26-train	ما بتفضل تشوف فيلم تاني؟	إنت متفضلش تشوف فيلم مختلف؟	ما بدك تشوف بداله فيلم تاني؟	إنت مش هتشوف فيلم تاني؟	ما بتفضل تشوف غير فيلم؟	مش أحسنلك تشوف فيلم تاني؟	ما بتفضل تشوف فيلم غيره؟	شو رأيك تحضر فيلم تاني؟	ما بتقدر تشوف فيلم ثاني؟	ما رأيك في مشاهدة فيلم آخر ؟	ما تبغي تشوف فلم ثاني احسن؟	واش متفضلش شي فيلم مختلف؟	ما تحبش نتفرجو في فيلم اخر؟	ماراكش حاب تشوف فيلم واحدأوخر؟	ما تفضل تشوف فلم مختلف؟	تفضل تشوف فلم مختلف؟	مش نوعا ما تفضل تشوف فيلم مختلف؟	تبغي عوض ديكشي تتفرج ففيلم مختلف؟	ماتبا تشوف فلم تاني؟	ما ممكن بالأحرى تشوف فلم مختلف؟	ما اتفضل اتشوف فلم مختلف؟	ما يمكنك بدلا من ذلك مشاهدة فيلم مختلف؟	ما تمانع تشوف فيلم ثاني؟	تمانع لو تبسر فلم ثاني؟	ما تحبش تشوف فيلم آخر؟	مش انت تفضل لو نشوفو فيلم تاني مختلف؟
4410	corpus-6-train	فيي شوف الباسبور تبعك و البطاقة؟					ممكن اشوف جواظ السفر و التذكرة؟				هل لي أن أرى جواز سفرك وتذكرتك ؟	ممكن اشوف جوازك وتذكرتك؟	ممكن لي نشوف جواز سفر وتذكرة؟	انجم نشوف باسبورك و تسكرتك؟													
4412	corpus-6-train	بدي ورق تواليت .					عايز ورق تواليت .				أريد بعض ورق الحمام ؟	بغيت كلينكس للحمام.	بغيت ورق المرحاض.	نحب شوية بابي توالات.													
4413	corpus-6-train	اليابانية ما بيغيروا أشغالهن بأغلب الأوقات .					اليابانيين مش بيغيروا شغلهم كتير .				اليابانيون لا يغيرون وظائفهم غالبا .	اليابانيين ما يغيرون وظايفهم واجد.	اليابانيين مكيبدلوش خدمتهوم بزاف.	اليابانيين ما يبدلوش برشا مالخدمة.													
4418	corpus-6-test-corpus-26-train	عمول معروف صروف هالشيك السياحي لنقدي .	لو سمحت تغير الشيك السياحى دة لكاش.	لو سمحت اصرف هاد الشيك السياحي كاش.	لو سمحت إصرفلي الشيك السياحي ده.	إذا سمحت صروف شيك السفر هاد كاش.	من فضلك اصرفلي الشيكات السياحية ديه .	رجاءً بدلي هاد الشيك السياحي بكاش.	لو سمحت أصرفلي الشك السياحي هدا كاش.	لو سمحت غير شيك المسافر هاد لكاش .	من فضلك ، بدلي شيك المسافرين إلي نقود .	لو سمحت اصرف لي هالجيك السياحي خله كاش.	عافاك صرف هاد الشيك ديال المسافر.	عيشك صرفلي شاك السفر هذا.	من فضلك تقدر تصرفلي هاذ الشاك تع السفر الى سيولة نقدية.	رجاءً صرفلي هذا الترافل جيك.	جاءا صرف هذا الصك السياحي.	لو سمحت غير شيك المسافر هضا لكاش.	عافاك غير هاد شيك السياحي بالفلوس.	بالله حول شيك المسافر دا لكاش.	من فضلك حول شيك المسافر دا لكاش.	رجاءا بدل هذا الشيك مال السفر الى كاش.	يرجى تغيير هذا الشيك من المسافرين نقدا.	لو سمحت غير شيك المسافر هذا الى كاش.	لو سمحت اصرف ذيه الشيك السياحي ل كاش.	بالله بدلي شاك السفر هذا بفلوس.	"من فضلك غيرلي شيك المسافرين ""ترافلز شيك"" هدا لي فلوس كاش."
4422	corpus-6-train	عمبتصل بطوكيو تلاتة سبعة ستة خمسة أربعة تلاتة تنين واحد.					انا طالب طوكيو تلاته سبعة سته خمسة اربعة تلاته اتنين واحد .				أنا أتصل بطوكيو ثلاثة سبعة ستة خمسة أربعة ثلاثة اثنين واحد .	انا اتصل في طوكيو ثلاثة سبعة ستة خمسة اربعة ثلاثة اثنين واحد.	أنا كنعيط على طوكيو ثلاتة سبعة ستة خمسة ربعة تلاتة جوج واحد.	نكلم في طوكيو تلاثة سبعة ستة خمشة اربعة تلاثة ثنين واحد.													
4424	corpus-6-train	فيي إخد موعد بكرا؟					ممكن احجز ميعاد بكرة؟				هل من الممكن الحصول علي موعد غدا ؟	ممكن اسوي موعد حق بكرة؟	ممكن نخد موعد غدا؟	انجم ناخذ موعد لغدوة؟													
4427	corpus-6-train	هيدا حجر عتيق موجود عليه حروف قديمة .					ده حجر اثري عليه كتابات قديمة .				هذا حجر قديم مكتوب عليه حروف قديمة .	هذي حصاية قديمة مكتوب عليها حروف أثرية.	هادي حجرة قديمة عامرة بالرسائل القديمة.	هاذي حجرة قديمة فيها كتيبة قديمة.													
4428	corpus-6-train	أي رحلة رح إخد بعدين؟					انه الطيارة الطالعه بعد ديه؟				أي رحلة سوف أستقلها في المرة القادمة ؟	أي طيارة اركب عقب؟	أشمن طيارة فاش غادي نركب؟	شنية الطيارة الجاية الي لازم ناخذها؟													
4429	corpus-6-train	بيمشي عالتماني و نص إلا خمسة الفجر من مطار سان فرانسيسكو .					الطيارة حتطلع تمانيه و نص الا خمسه الصبح من مطار سان فرانسيسكو .				إنها تقلع في الساعة ثمانية عشرين-خمسة صباحا من مطار سان فرانسيسكو .	تطير الساعة ثمان وخمسة وعشرين الصبح من مطار سان فرانسيسكو.	كا تمشي مع التمنية و خمسة و عشرين دقيقة ديال الصباح من مطار سان فرانسيسكو.	تخرج الثمنية و خمسة متاع الصباح من مطار سان فرانسيسكو.													
4430	corpus-6-train	هيدي أوضتك، إستاذ. وين بترك شنطاتك؟					ديه أوضة، حضرتك . أحط الشنط فين؟				هذه غرفتك سيدي . أين أضع حقائبك ؟	هذي غرفتك، اخوي. وين اخلي شناطك؟	هادي الغرفة ديالك، سيدي. فين نخلي الأمتعة ديالك؟	هاذي بيتك، سيدي. وين نخليلك دبشك؟													
4432	corpus-6-test-corpus-26-dev	بدي إخد نفس الدورة بكرا، عمول معروف .	أنا عاوز آخد نفس الكورس بكرة، من فضلك.	أنا حابب آخد نفس الدورة بكرا، لو سمحت.	أنا كنت عايز أخد نفس التدريب بكرة، لو سمحت.	بدي آخد نفس الدورة بكرة، إذا سمحت.	عايز ا خد نفس التدريب بكرة، إذا سمحت .	بدي نفس صنف الأكل بكرى، لو سمحت.	حابب أخد نفس الكورس بكرا، لو سمحت.	بدي نفس الدورة بكرا، لو سمحت.	من فضلك ، أريد أن أخذ نفس الدورة غدا .	ابغي نفس الدورة بكرة، لو سمحت.	بغيت نخد نفس الدرس غدا.	نحب نعاود نفس الدرس، غدوة.	راني حاب ندير نفس الدرس غدوة، من فضلك.	اريد نفس الدوره باجر رجاءً.	اريد اخذ نفس الكورس باجر، رجاءا.	نبي ناخذ نفس الكورس بكرة، لو سمحت.	باغي نفس الدورة غدا، عافاك.	أبا نفس الطبق بكرة، لو سمحت.	داير اخد نفس الكورس بكرة، من فضلك.	اغيد ان احصل على نفس الدوره غدا، رجاءا.	ابغا أن يكون نفس الدورة غدا، من فضلك.	ابغى اخذ نفس الدرس بكرة، لو سمحت.	اشتي نفس الكورس ذيه غطوه، لو سمحت.	نحب ناخذ الدرس هو بيده غدوة، يعيشك.	نفضل لو نقدر ناخد نفس الكورس غدوة، لو ممكن.
